Element,Line,Type,Energy
Gd,Lb3,Sum Peak (2x),13664.0
Ra,Lb5,Escape Peak (Si),13676.0
Cf,La2,Escape Peak (Si),13723.0
Ra,Lb3,Escape Peak (Si),13745.0
Np,La2,Emission Line,13761.0
Zr,Ka3,Escape Peak (Si),13766.0
Po,Lb5,Emission Line,13783.0
Er,La2,Sum Peak (2x),13810.0
Co,Ka2,Sum Peak (2x),13831.6
Co,Ka1,Sum Peak (2x),13861.8
At,Lb1,Emission Line,13876.0
Tb,Lb4,Sum Peak (2x),13880.0
Sr,Ka3,Emission Line,13889.0
Rn,Lb4,Emission Line,13890.0
Er,La1,Sum Peak (2x),13898.0
Th,Lb4,Escape Peak (Si),13942.0
Np,La1,Emission Line,13946.0
Tb,Lb1,Sum Peak (2x),13950.2
Cf,La1,Escape Peak (Si),13960.0
Zr,Ka2,Escape Peak (Si),13991.0
Ac,Lb1,Escape Peak (Si),14013.0
At,Lb3,Emission Line,14067.0
Zr,Ka1,Escape Peak (Si),14075.0
Pu,La2,Emission Line,14087.0
Ac,Lb5,Escape Peak (Si),14091.0
Sr,Ka2,Emission Line,14098.0
Kr,Kb3,Emission Line,14103.8
Kr,Kb1,Emission Line,14111.6
Fe,Kb3,Sum Peak (2x),14118.6
Fe,Kb1,Sum Peak (2x),14118.6
Sr,Kb3,Escape Peak (Si),14124.7
Sr,Kb1,Escape Peak (Si),14135.0
Sr,Ka1,Emission Line,14165.0
At,Lb5,Emission Line,14174.0
Tb,Lb3,Sum Peak (2x),14194.0
Fe,Kb5,Sum Peak (2x),14220.0
Kr,Kb5,Emission Line,14231.0
Ac,Lb3,Escape Peak (Si),14231.0
Tm,La2,Sum Peak (2x),14266.0
Sr,Kb5,Escape Peak (Si),14269.0
Pu,La1,Emission Line,14282.0
Kr,Kb2,Emission Line,14311.9
Fr,Lb4,Emission Line,14312.0
Rn,Lb1,Emission Line,14315.0
Tm,La1,Sum Peak (2x),14360.0
Sr,Kb2,Escape Peak (Si),14383.4
Pa,Lb4,Escape Peak (Si),14404.0
Dy,Lb4,Sum Peak (2x),14408.0
Am,La2,Emission Line,14414.0
Dy,Lb1,Sum Peak (2x),14496.0
Th,Lb1,Escape Peak (Si),14502.0
Th,Lb5,Escape Peak (Si),14507.5
Rn,Lb3,Emission Line,14511.0
Rn,Lb5,Emission Line,14571.0
Nb,Ka3,Escape Peak (Si),14588.0
Am,La1,Emission Line,14620.0
Ni,Ka3,Sum Peak (2x),14648.8
Y,Ka3,Emission Line,14665.0
Th,Lb3,Escape Peak (Si),14726.0
Yb,La2,Sum Peak (2x),14736.0
Dy,Lb3,Sum Peak (2x),14740.0
Cm,La2,Emission Line,14746.0
Ra,Lb4,Emission Line,14747.0
Fr,Lb1,Emission Line,14771.0
Nb,Ka2,Escape Peak (Si),14821.0
Yb,La1,Sum Peak (2x),14832.0
U,Lb4,Escape Peak (Si),14875.0
Y,Ka2,Emission Line,14882.0
Nb,Ka1,Escape Peak (Si),14915.0
Ni,Ka2,Sum Peak (2x),14926.0
Pa,Lb5,Escape Peak (Si),14939.0
Ho,Lb4,Sum Peak (2x),14942.0
Rb,Kb3,Emission Line,14951.3
Y,Ka1,Emission Line,14958.0
Ni,Ka1,Sum Peak (2x),14960.6
Rb,Kb1,Emission Line,14960.9
Cm,La1,Emission Line,14961.0
Fr,Lb5,Emission Line,14973.0
Fr,Lb3,Emission Line,14976.0
Pa,Lb1,Escape Peak (Si),15003.0
Y,Kb3,Escape Peak (Si),15027.400000000001
Y,Kb1,Escape Peak (Si),15039.2
Ho,Lb1,Sum Peak (2x),15052.0
Bk,La2,Emission Line,15082.0
Rb,Kb5,Emission Line,15087.0
Y,Kb5,Escape Peak (Si),15180.3
Rb,Kb2,Emission Line,15183.7
Ac,Lb4,Emission Line,15184.0
Lu,La2,Sum Peak (2x),15210.0
Pa,Lb3,Escape Peak (Si),15231.0
Ra,Lb1,Emission Line,15236.0
Co,Kb1,Sum Peak (2x),15298.2
Co,Kb3,Sum Peak (2x),15300.2
Ho,Lb3,Sum Peak (2x),15306.0
Bk,La1,Emission Line,15308.0
Lu,La1,Sum Peak (2x),15310.0
Y,Kb2,Escape Peak (Si),15313.599999999999
Np,Lb4,Escape Peak (Si),15361.0
U,Lb5,Escape Peak (Si),15363.2
Ra,Lb5,Emission Line,15376.0
Co,Kb5,Sum Peak (2x),15412.0
Cf,La2,Emission Line,15423.0
Mo,Ka3,Escape Peak (Si),15434.0
Ra,Lb3,Emission Line,15445.0
Zr,Ka3,Emission Line,15466.0
Er,Lb4,Sum Peak (2x),15490.0
U,Lb1,Escape Peak (Si),15520.0
Er,Lb1,Sum Peak (2x),15622.0
Th,Lb4,Emission Line,15642.0
Cf,La1,Emission Line,15660.0
Mo,Ka2,Escape Peak (Si),15675.0
Hf,La2,Sum Peak (2x),15690.0
Zr,Ka2,Emission Line,15691.0
Ac,Lb1,Emission Line,15713.0
U,Lb3,Escape Peak (Si),15754.0
Cu,Ka3,Sum Peak (2x),15764.6
Zr,Ka1,Emission Line,15775.0
Mo,Ka1,Escape Peak (Si),15780.0
Ac,Lb5,Emission Line,15791.0
Hf,La1,Sum Peak (2x),15798.0
Np,Lb5,Escape Peak (Si),15801.0
Sr,Kb3,Emission Line,15824.7
Sr,Kb1,Emission Line,15835.0
Pu,Lb4,Escape Peak (Si),15857.0
Er,Lb3,Sum Peak (2x),15878.0
Ac,Lb3,Emission Line,15931.0
Zr,Kb3,Escape Peak (Si),15954.5
Zr,Kb1,Escape Peak (Si),15968.2
Sr,Kb5,Emission Line,15969.0
Np,Lb1,Escape Peak (Si),16051.0
Tm,Lb4,Sum Peak (2x),16052.0
Cu,Ka2,Sum Peak (2x),16053.4
Sr,Kb2,Emission Line,16083.4
Cu,Ka1,Sum Peak (2x),16092.6
Pa,Lb4,Emission Line,16104.0
Zr,Kb5,Escape Peak (Si),16116.900000000001
Ta,La2,Sum Peak (2x),16176.0
Th,Lb1,Emission Line,16202.0
Tm,Lb1,Sum Peak (2x),16204.0
Th,Lb5,Emission Line,16207.5
Pu,Lb5,Escape Peak (Si),16244.0
Zr,Kb2,Escape Peak (Si),16269.5
Nb,Ka3,Emission Line,16288.0
Np,Lb3,Escape Peak (Si),16292.0
Ta,La1,Sum Peak (2x),16292.0
Tc,Ka3,Escape Peak (Si),16301.0
Am,Lb4,Escape Peak (Si),16369.0
Th,Lb3,Emission Line,16426.0
Tm,Lb3,Sum Peak (2x),16462.0
Nb,Ka2,Emission Line,16521.0
Ni,Kb3,Sum Peak (2x),16530.0
Ni,Kb1,Sum Peak (2x),16533.6
Tc,Ka2,Escape Peak (Si),16551.0
U,Lb4,Emission Line,16575.0
Pu,Lb1,Escape Peak (Si),16596.0
Nb,Ka1,Emission Line,16615.0
Yb,Lb4,Sum Peak (2x),16626.0
Pa,Lb5,Emission Line,16639.0
Ni,Kb5,Sum Peak (2x),16658.0
Tc,Ka1,Escape Peak (Si),16667.0
W,La2,Sum Peak (2x),16670.0
Am,Lb5,Escape Peak (Si),16694.0
Pa,Lb1,Emission Line,16703.0
Y,Kb3,Emission Line,16727.4
Y,Kb1,Emission Line,16739.2
W,La1,Sum Peak (2x),16796.0
Yb,Lb1,Sum Peak (2x),16804.0
Pu,Lb3,Escape Peak (Si),16841.0
Y,Kb5,Emission Line,16880.3
Cm,Lb4,Escape Peak (Si),16889.0
Nb,Kb3,Escape Peak (Si),16909.9
Nb,Kb1,Escape Peak (Si),16925.4
Zn,Ka3,Sum Peak (2x),16925.6
Pa,Lb3,Emission Line,16931.0
Y,Kb2,Emission Line,17013.6
Np,Lb4,Emission Line,17061.0
U,Lb5,Emission Line,17063.2
Yb,Lb3,Sum Peak (2x),17072.0
Nb,Kb5,Escape Peak (Si),17081.0
Mo,Ka3,Emission Line,17134.0
Cm,Lb5,Escape Peak (Si),17146.0
Am,Lb1,Escape Peak (Si),17156.0
Re,La2,Sum Peak (2x),17172.0
Ru,Ka3,Escape Peak (Si),17193.0
Lu,Lb4,Sum Peak (2x),17212.0
U,Lb1,Emission Line,17220.0
Zn,Ka2,Sum Peak (2x),17228.2
Nb,Kb2,Escape Peak (Si),17253.4
Zn,Ka1,Sum Peak (2x),17274.4
Re,La1,Sum Peak (2x),17304.0
Mo,Ka2,Emission Line,17375.0
Am,Lb3,Escape Peak (Si),17410.0
Bk,Lb4,Escape Peak (Si),17418.0
Lu,Lb1,Sum Peak (2x),17420.0
Ru,Ka2,Escape Peak (Si),17450.0
U,Lb3,Emission Line,17454.0
Mo,Ka1,Emission Line,17480.0
Np,Lb5,Emission Line,17501.0
Pu,Lb4,Emission Line,17557.0
Ru,Ka1,Escape Peak (Si),17579.0
Bk,Lb5,Escape Peak (Si),17605.0
Zr,Kb3,Emission Line,17654.5
Zr,Kb1,Emission Line,17668.2
Os,La2,Sum Peak (2x),17680.0
Lu,Lb3,Sum Peak (2x),17692.0
Cm,Lb1,Escape Peak (Si),17727.0
Np,Lb1,Emission Line,17751.0
Cu,Kb3,Sum Peak (2x),17803.4
Cu,Kb1,Sum Peak (2x),17807.8
Hf,Lb4,Sum Peak (2x),17812.0
Zr,Kb5,Emission Line,17816.9
Os,La1,Sum Peak (2x),17822.0
Mo,Kb3,Escape Peak (Si),17888.4
Mo,Kb1,Escape Peak (Si),17906.0
Pu,Lb5,Emission Line,17944.0
Cu,Kb5,Sum Peak (2x),17948.0
Cf,Lb4,Escape Peak (Si),17965.0
Zr,Kb2,Emission Line,17969.5
Cm,Lb3,Escape Peak (Si),17988.0
Np,Lb3,Emission Line,17992.0
Tc,Ka3,Emission Line,18001.0
Hf,Lb1,Sum Peak (2x),18046.0
Mo,Kb5,Escape Peak (Si),18068.9
Am,Lb4,Emission Line,18069.0
Cf,Lb5,Escape Peak (Si),18070.0
Rh,Ka3,Escape Peak (Si),18108.0
Ga,Ka3,Sum Peak (2x),18136.0
Ir,La2,Sum Peak (2x),18198.0
Tc,Ka2,Emission Line,18251.0
Mo,Kb2,Escape Peak (Si),18262.4
Pu,Lb1,Emission Line,18296.0
Bk,Lb1,Escape Peak (Si),18318.0
Hf,Lb3,Sum Peak (2x),18328.0
Ir,La1,Sum Peak (2x),18350.0
Tc,Ka1,Emission Line,18367.0
Rh,Ka2,Escape Peak (Si),18374.0
Am,Lb5,Emission Line,18394.0
Ta,Lb4,Sum Peak (2x),18426.0
Ga,Ka2,Sum Peak (2x),18447.6
Ga,Ka1,Sum Peak (2x),18501.2
Rh,Ka1,Escape Peak (Si),18516.0
Pu,Lb3,Emission Line,18541.0
Bk,Lb3,Escape Peak (Si),18580.0
Cm,Lb4,Emission Line,18589.0
Nb,Kb3,Emission Line,18609.9
Nb,Kb1,Emission Line,18625.4
Ta,Lb1,Sum Peak (2x),18686.0
Pt,La2,Sum Peak (2x),18724.0
Nb,Kb5,Emission Line,18781.0
Cm,Lb5,Emission Line,18846.0
Am,Lb1,Emission Line,18856.0
Pt,La1,Sum Peak (2x),18884.0
Ru,Ka3,Emission Line,18893.0
Tc,Kb3,Escape Peak (Si),18896.4
Cf,Lb1,Escape Peak (Si),18924.0
Tc,Kb1,Escape Peak (Si),18926.3
Nb,Kb2,Emission Line,18953.4
Ta,Lb3,Sum Peak (2x),18976.0
Pd,Ka3,Escape Peak (Si),19046.0
W,Lb4,Sum Peak (2x),19050.0
Tc,Kb5,Escape Peak (Si),19086.4
Am,Lb3,Emission Line,19110.0
Bk,Lb4,Emission Line,19118.0
Zn,Kb3,Sum Peak (2x),19135.2
Zn,Kb1,Sum Peak (2x),19140.8
Ru,Ka2,Emission Line,19150.0
Cf,Lb3,Escape Peak (Si),19194.0
Au,La2,Sum Peak (2x),19256.0
Ru,Ka1,Emission Line,19279.0
Zn,Kb5,Sum Peak (2x),19297.6
Tc,Kb2,Escape Peak (Si),19301.7
Bk,Lb5,Emission Line,19305.0
Pd,Ka2,Escape Peak (Si),19320.0
W,Lb1,Sum Peak (2x),19344.0
Ge,Ka3,Sum Peak (2x),19376.8
Au,La1,Sum Peak (2x),19426.0
Cm,Lb1,Emission Line,19427.0
Pd,Ka1,Escape Peak (Si),19477.0
Mo,Kb3,Emission Line,19588.4
Mo,Kb1,Emission Line,19606.0
W,Lb3,Sum Peak (2x),19638.0
Cf,Lb4,Emission Line,19665.0
Cm,Lb3,Emission Line,19688.0
Re,Lb4,Sum Peak (2x),19690.0
Ge,Ka2,Sum Peak (2x),19709.8
Mo,Kb5,Emission Line,19768.9
Cf,Lb5,Emission Line,19770.0
Ge,Ka1,Sum Peak (2x),19772.0
Hg,La2,Sum Peak (2x),19798.0
Rh,Ka3,Emission Line,19808.0
Ru,Kb3,Escape Peak (Si),19933.7
Ru,Kb1,Escape Peak (Si),19955.5
Mo,Kb2,Emission Line,19962.4
Hg,La1,Sum Peak (2x),19978.0
Ag,Ka3,Escape Peak (Si),20008.0
Bk,Lb1,Emission Line,20018.0
Re,Lb1,Sum Peak (2x),20020.0
Rh,Ka2,Emission Line,20074.0
Ru,Kb5,Escape Peak (Si),20132.8
Rh,Ka1,Emission Line,20216.0
Bk,Lb3,Emission Line,20280.0
Ag,Ka2,Escape Peak (Si),20290.0
Re,Lb3,Sum Peak (2x),20320.0
Tl,La2,Sum Peak (2x),20346.0
Os,Lb4,Sum Peak (2x),20352.0
Ru,Kb2,Escape Peak (Si),20370.7
Ag,Ka1,Escape Peak (Si),20463.0
Ga,Kb3,Sum Peak (2x),20527.0
Ga,Kb1,Sum Peak (2x),20534.0
Tl,La1,Sum Peak (2x),20538.0
Tc,Kb3,Emission Line,20596.4
Cf,Lb1,Emission Line,20624.0
Tc,Kb1,Emission Line,20626.3
As,Ka3,Sum Peak (2x),20680.0
Ga,Kb5,Sum Peak (2x),20696.6
Os,Lb1,Sum Peak (2x),20708.0
Pd,Ka3,Emission Line,20746.0
Tc,Kb5,Emission Line,20786.4
Cf,Lb3,Emission Line,20894.0
Pb,La2,Sum Peak (2x),20898.0
Cd,Ka3,Escape Peak (Si),20993.0
Rh,Kb3,Escape Peak (Si),20998.7
Tc,Kb2,Emission Line,21001.7
As,Ka2,Sum Peak (2x),21015.8
Pd,Ka2,Emission Line,21020.0
Ir,Lb4,Sum Peak (2x),21020.0
Os,Lb3,Sum Peak (2x),21022.0
Rh,Kb1,Escape Peak (Si),21023.5
As,Ka1,Sum Peak (2x),21086.8
Pb,La1,Sum Peak (2x),21102.0
Pd,Ka1,Emission Line,21177.0
Rh,Kb5,Escape Peak (Si),21208.1
Cd,Ka2,Escape Peak (Si),21284.0
Ir,Lb1,Sum Peak (2x),21416.0
Bi,La2,Sum Peak (2x),21462.0
Rh,Kb2,Escape Peak (Si),21469.5
Cd,Ka1,Escape Peak (Si),21473.0
Rh,Kb4,Escape Peak (Si),21518.0
Ru,Kb3,Emission Line,21633.7
Ru,Kb1,Emission Line,21655.5
Bi,La1,Sum Peak (2x),21678.0
Pt,Lb4,Sum Peak (2x),21706.0
Ag,Ka3,Emission Line,21708.0
Ir,Lb3,Sum Peak (2x),21736.0
Ru,Kb5,Emission Line,21832.8
Ge,Kb3,Sum Peak (2x),21956.2
Ge,Kb1,Sum Peak (2x),21964.4
Ag,Ka2,Emission Line,21990.0
In,Ka3,Escape Peak (Si),22002.0
Se,Ka3,Sum Peak (2x),22012.0
Po,La2,Sum Peak (2x),22032.0
Ru,Kb2,Emission Line,22070.7
Pd,Kb3,Escape Peak (Si),22090.1
Pd,Kb1,Escape Peak (Si),22117.7
Pt,Lb1,Sum Peak (2x),22142.0
Ge,Kb5,Sum Peak (2x),22146.4
Ag,Ka1,Emission Line,22163.0
Po,La1,Sum Peak (2x),22262.0
In,Ka2,Escape Peak (Si),22302.0
Pd,Kb5,Escape Peak (Si),22309.5
Se,Ka2,Sum Peak (2x),22367.4
Au,Lb4,Sum Peak (2x),22410.0
Se,Ka1,Sum Peak (2x),22448.2
Pt,Lb3,Sum Peak (2x),22470.0
In,Ka1,Escape Peak (Si),22510.0
Pd,Kb2,Escape Peak (Si),22594.3
At,La2,Sum Peak (2x),22610.0
Pd,Kb4,Escape Peak (Si),22648.0
Cd,Ka3,Emission Line,22693.0
Rh,Kb3,Emission Line,22698.7
Rh,Kb1,Emission Line,22723.5
At,La1,Sum Peak (2x),22854.0
Au,Lb1,Sum Peak (2x),22886.0
Rh,Kb5,Emission Line,22908.1
Cd,Ka2,Emission Line,22984.0
Sn,Ka3,Escape Peak (Si),23035.0
Hg,Lb4,Sum Peak (2x),23120.0
Rh,Kb2,Emission Line,23169.5
Cd,Ka1,Emission Line,23173.0
Rn,La2,Sum Peak (2x),23194.0
Ag,Kb3,Escape Peak (Si),23210.2
Rh,Kb4,Emission Line,23218.0
Au,Lb3,Sum Peak (2x),23220.0
Ag,Kb1,Escape Peak (Si),23241.0
Sn,Ka2,Escape Peak (Si),23344.0
Br,Ka3,Sum Peak (2x),23384.0
Ag,Kb5,Escape Peak (Si),23440.0
As,Kb3,Sum Peak (2x),23441.6
As,Kb1,Sum Peak (2x),23451.6
Rn,La1,Sum Peak (2x),23454.0
Sn,Ka1,Escape Peak (Si),23571.0
Hg,Lb1,Sum Peak (2x),23648.0
As,Kb5,Sum Peak (2x),23650.6
In,Ka3,Emission Line,23702.0
As,Kb2,Sum Peak (2x),23728.0
Ag,Kb2,Escape Peak (Si),23750.3
Br,Ka2,Sum Peak (2x),23756.0
Fr,La2,Sum Peak (2x),23790.0
Pd,Kb3,Emission Line,23790.1
Ag,Kb4,Escape Peak (Si),23810.0
Pd,Kb1,Emission Line,23817.7
Au,Lb5,Sum Peak (2x),23828.0
Br,Ka1,Sum Peak (2x),23848.0
Tl,Lb4,Sum Peak (2x),23862.0
Hg,Lb3,Sum Peak (2x),23984.0
In,Ka2,Emission Line,24002.0
Pd,Kb5,Emission Line,24009.5
Fr,La1,Sum Peak (2x),24062.0
Sb,Ka3,Escape Peak (Si),24093.0
In,Ka1,Emission Line,24210.0
Pd,Kb2,Emission Line,24294.3
Pd,Kb4,Emission Line,24348.0
Cd,Kb3,Escape Peak (Si),24358.4
Ra,La2,Sum Peak (2x),24392.0
Cd,Kb1,Escape Peak (Si),24392.6
Sb,Ka2,Escape Peak (Si),24411.0
Tl,Lb1,Sum Peak (2x),24426.0
Hg,Lb5,Sum Peak (2x),24548.8
Cd,Kb5,Escape Peak (Si),24599.1
Pb,Lb4,Sum Peak (2x),24614.0
Sb,Ka1,Escape Peak (Si),24659.0
Ra,La1,Sum Peak (2x),24678.0
Sn,Ka3,Emission Line,24735.0
Tl,Lb3,Sum Peak (2x),24780.0
Kr,Ka3,Sum Peak (2x),24810.0
Ag,Kb3,Emission Line,24910.2
Ag,Kb1,Emission Line,24941.0
Cd,Kb2,Escape Peak (Si),24947.1
Se,Kb3,Sum Peak (2x),24983.0
Se,Kb1,Sum Peak (2x),24994.6
Cd,Kb4,Escape Peak (Si),24999.3
Ac,La2,Sum Peak (2x),25002.0
Sn,Ka2,Emission Line,25044.0
Ag,Kb5,Emission Line,25140.0
Te,Ka3,Escape Peak (Si),25175.0
Kr,Ka2,Sum Peak (2x),25190.2
Se,Kb5,Sum Peak (2x),25205.0
Pb,Lb1,Sum Peak (2x),25228.0
Sn,Ka1,Emission Line,25271.0
Tl,Lb5,Sum Peak (2x),25286.6
Kr,Ka1,Sum Peak (2x),25295.2
Ac,La1,Sum Peak (2x),25304.0
Se,Kb2,Sum Peak (2x),25310.0
Bi,Lb4,Sum Peak (2x),25384.0
Ag,Kb2,Emission Line,25450.3
Te,Ka2,Escape Peak (Si),25502.0
Ag,Kb4,Emission Line,25510.0
In,Kb3,Escape Peak (Si),25536.8
In,Kb1,Escape Peak (Si),25574.7
Pb,Lb3,Sum Peak (2x),25590.0
Th,La2,Sum Peak (2x),25618.0
Te,Ka1,Escape Peak (Si),25773.0
In,Kb5,Escape Peak (Si),25788.6
Sb,Ka3,Emission Line,25793.0
Th,La1,Sum Peak (2x),25936.0
Pb,Lb5,Sum Peak (2x),26028.6
Bi,Lb1,Sum Peak (2x),26046.0
Cd,Kb3,Emission Line,26058.4
Cd,Kb1,Emission Line,26092.6
Sb,Ka2,Emission Line,26111.0
In,Kb2,Escape Peak (Si),26166.5
Po,Lb4,Sum Peak (2x),26170.0
In,Kb4,Escape Peak (Si),26222.3
Pa,La2,Sum Peak (2x),26244.0
Rb,Ka3,Sum Peak (2x),26270.0
I,Ka3,Escape Peak (Si),26281.0
Cd,Kb5,Emission Line,26299.1
Sb,Ka1,Emission Line,26359.0
Bi,Lb3,Sum Peak (2x),26422.0
Br,Kb3,Sum Peak (2x),26570.0
Pa,La1,Sum Peak (2x),26582.0
Br,Kb1,Sum Peak (2x),26584.0
I,Ka2,Escape Peak (Si),26617.0
Cd,Kb2,Emission Line,26647.1
Rb,Ka2,Sum Peak (2x),26672.0
Cd,Kb4,Emission Line,26699.3
Sn,Kb3,Escape Peak (Si),26743.5
Bi,Lb5,Sum Peak (2x),26784.2
Sn,Kb1,Escape Peak (Si),26785.4
Rb,Ka1,Sum Peak (2x),26792.0
Br,Kb5,Sum Peak (2x),26808.0
Te,Ka3,Emission Line,26875.0
U,La2,Sum Peak (2x),26876.0
Po,Lb1,Sum Peak (2x),26892.0
I,Ka1,Escape Peak (Si),26912.0
Br,Kb2,Sum Peak (2x),26942.0
At,Lb4,Sum Peak (2x),26970.0
Sn,Kb5,Escape Peak (Si),27006.8
Te,Ka2,Emission Line,27202.0
U,La1,Sum Peak (2x),27228.0
In,Kb3,Emission Line,27236.8
Po,Lb3,Sum Peak (2x),27274.0
In,Kb1,Emission Line,27274.7
Xe,Ka3,Escape Peak (Si),27408.0
Sn,Kb2,Escape Peak (Si),27416.4
Te,Ka1,Emission Line,27473.0
Sn,Kb4,Escape Peak (Si),27475.1
In,Kb5,Emission Line,27488.6
Np,La2,Sum Peak (2x),27522.0
Po,Lb5,Sum Peak (2x),27566.0
At,Lb1,Sum Peak (2x),27752.0
Xe,Ka2,Escape Peak (Si),27754.0
Sr,Ka3,Sum Peak (2x),27778.0
Rn,Lb4,Sum Peak (2x),27780.0
In,Kb2,Emission Line,27866.5
Np,La1,Sum Peak (2x),27892.0
In,Kb4,Emission Line,27922.3
Sb,Kb3,Escape Peak (Si),27978.3
I,Ka3,Emission Line,27981.0
Sb,Kb1,Escape Peak (Si),28024.6
Xe,Ka1,Escape Peak (Si),28075.0
At,Lb3,Sum Peak (2x),28134.0
Pu,La2,Sum Peak (2x),28174.0
Sr,Ka2,Sum Peak (2x),28196.0
Kr,Kb3,Sum Peak (2x),28207.6
Kr,Kb1,Sum Peak (2x),28223.2
Sb,Kb5,Escape Peak (Si),28253.5
I,Ka2,Emission Line,28317.0
Sr,Ka1,Sum Peak (2x),28330.0
At,Lb5,Sum Peak (2x),28348.0
Sn,Kb3,Emission Line,28443.5
Kr,Kb5,Sum Peak (2x),28462.0
Sn,Kb1,Emission Line,28485.4
Pu,La1,Sum Peak (2x),28564.0
Cs,Ka3,Escape Peak (Si),28571.0
I,Ka1,Emission Line,28612.0
Kr,Kb2,Sum Peak (2x),28623.8
Fr,Lb4,Sum Peak (2x),28624.0
Rn,Lb1,Sum Peak (2x),28630.0
Sb,Kb2,Escape Peak (Si),28695.4
Sn,Kb5,Emission Line,28706.8
Sb,Kb4,Escape Peak (Si),28757.7
Am,La2,Sum Peak (2x),28828.0
Cs,Ka2,Escape Peak (Si),28926.0
Rn,Lb3,Sum Peak (2x),29022.0
Xe,Ka3,Emission Line,29108.0
Sn,Kb2,Emission Line,29116.4
Rn,Lb5,Sum Peak (2x),29142.0
Sn,Kb4,Emission Line,29175.1
Am,La1,Sum Peak (2x),29240.0
Te,Kb3,Escape Peak (Si),29243.2
Cs,Ka1,Escape Peak (Si),29273.0
Te,Kb1,Escape Peak (Si),29293.2
Y,Ka3,Sum Peak (2x),29330.0
Xe,Ka2,Emission Line,29454.0
Cm,La2,Sum Peak (2x),29492.0
Ra,Lb4,Sum Peak (2x),29494.0
Te,Kb5,Escape Peak (Si),29530.6
Fr,Lb1,Sum Peak (2x),29542.0
Sb,Kb3,Emission Line,29678.3
Sb,Kb1,Emission Line,29724.6
Ba,Ka3,Escape Peak (Si),29752.0
Y,Ka2,Sum Peak (2x),29764.0
Xe,Ka1,Emission Line,29775.0
Rb,Kb3,Sum Peak (2x),29902.6
Y,Ka1,Sum Peak (2x),29916.0
Rb,Kb1,Sum Peak (2x),29921.8
Cm,La1,Sum Peak (2x),29922.0
Fr,Lb5,Sum Peak (2x),29946.0
Fr,Lb3,Sum Peak (2x),29952.0
Sb,Kb5,Emission Line,29953.5
Te,Kb2,Escape Peak (Si),30010.7
Te,Kb4,Escape Peak (Si),30072.1
Ba,Ka2,Escape Peak (Si),30117.0
Bk,La2,Sum Peak (2x),30164.0
Rb,Kb5,Sum Peak (2x),30174.0
Cs,Ka3,Emission Line,30271.0
Rb,Kb2,Sum Peak (2x),30367.4
Ac,Lb4,Sum Peak (2x),30368.0
Sb,Kb2,Emission Line,30395.4
Sb,Kb4,Emission Line,30457.7
Ra,Lb1,Sum Peak (2x),30472.0
Ba,Ka1,Escape Peak (Si),30494.0
I,Kb3,Escape Peak (Si),30538.0
I,Kb1,Escape Peak (Si),30594.0
Bk,La1,Sum Peak (2x),30616.0
Cs,Ka2,Emission Line,30626.0
Ra,Lb5,Sum Peak (2x),30752.0
I,Kb5,Escape Peak (Si),30838.2
Cf,La2,Sum Peak (2x),30846.0
Ra,Lb3,Sum Peak (2x),30890.0
Zr,Ka3,Sum Peak (2x),30932.0
Te,Kb3,Emission Line,30943.2
La,Ka3,Escape Peak (Si),30959.0
Cs,Ka1,Emission Line,30973.0
Te,Kb1,Emission Line,30993.2
Te,Kb5,Emission Line,31230.6
Th,Lb4,Sum Peak (2x),31284.0
Cf,La1,Sum Peak (2x),31320.0
La,Ka2,Escape Peak (Si),31334.0
I,Kb2,Escape Peak (Si),31346.0
Zr,Ka2,Sum Peak (2x),31382.0
I,Kb4,Escape Peak (Si),31418.4
Ac,Lb1,Sum Peak (2x),31426.0
Ba,Ka3,Emission Line,31452.0
Zr,Ka1,Sum Peak (2x),31550.0
Ac,Lb5,Sum Peak (2x),31582.0
Sr,Kb3,Sum Peak (2x),31649.4
Sr,Kb1,Sum Peak (2x),31670.0
Te,Kb2,Emission Line,31710.7
La,Ka1,Escape Peak (Si),31742.0
Te,Kb4,Emission Line,31772.1
Ba,Ka2,Emission Line,31817.0
Xe,Kb3,Escape Peak (Si),31858.9
Ac,Lb3,Sum Peak (2x),31862.0
Xe,Kb1,Escape Peak (Si),31920.4
Sr,Kb5,Sum Peak (2x),31938.0
Sr,Kb2,Sum Peak (2x),32166.8
Xe,Kb5,Escape Peak (Si),32172.0
Ba,Ka1,Emission Line,32194.0
Ce,Ka3,Escape Peak (Si),32195.0
Pa,Lb4,Sum Peak (2x),32208.0
I,Kb3,Emission Line,32238.0
I,Kb1,Emission Line,32294.0
Th,Lb1,Sum Peak (2x),32404.0
Th,Lb5,Sum Peak (2x),32415.0
I,Kb5,Emission Line,32538.2
Nb,Ka3,Sum Peak (2x),32576.0
Ce,Ka2,Escape Peak (Si),32579.0
La,Ka3,Emission Line,32659.0
Xe,Kb2,Escape Peak (Si),32714.300000000003
Xe,Kb4,Escape Peak (Si),32791.5
Th,Lb3,Sum Peak (2x),32852.0
Ce,Ka1,Escape Peak (Si),33020.0
La,Ka2,Emission Line,33034.0
Nb,Ka2,Sum Peak (2x),33042.0
I,Kb2,Emission Line,33046.0
I,Kb4,Emission Line,33118.4
U,Lb4,Sum Peak (2x),33150.0
Cs,Kb3,Escape Peak (Si),33214.0
Nb,Ka1,Sum Peak (2x),33230.0
Pa,Lb5,Sum Peak (2x),33278.0
Cs,Kb1,Escape Peak (Si),33282.0
