Element;Line;Type;Energy
Nd;L?1;Emission Line;5227.6
Co;K?1;Escape Peak (Si);5230.9
Cl;K?2;Sum Peak (2x);5240
Tb;L?4;Escape Peak (Si);5240
Cl;K?1;Sum Peak (2x);5244
Er;L?1;Escape Peak (Si);5249
Tc;L?3;Sum Peak (2x);5250.6
Ce;L?1;Emission Line;5261.6
Ce;L?4;Emission Line;5274
Tb;L?1;Escape Peak (Si);5275.1
Cr;K?3;Emission Line;5293
Fe;K?1;Escape Peak (Si);5359.3
Fe;K?3;Escape Peak (Si);5359.3
Ce;L?3;Emission Line;5361
Ru;L?1;Sum Peak (2x);5365.6
Rh;L?2;Sum Peak (2x);5384.2
Rh;L?1;Sum Peak (2x);5393.6
Tb;L?3;Escape Peak (Si);5397
Cr;K?2;Emission Line;5405.2
Pm;L?2;Emission Line;5407
Fe;K?5;Escape Peak (Si);5410
Cr;K?1;Emission Line;5414.9
V;K?3;Emission Line;5427.8
V;K?1;Emission Line;5427.8
Pm;L?1;Emission Line;5432
Tm;L?2;Escape Peak (Si);5433
V;K?5;Emission Line;5463
Tm;L?1;Escape Peak (Si);5480
Ru;L?4;Sum Peak (2x);5481.4
Pr;L?1;Emission Line;5491.7
Pr;L?4;Emission Line;5498
Dy;L?4;Escape Peak (Si);5504
Ru;L?3;Sum Peak (2x);5525
Dy;L?1;Escape Peak (Si);5548
Pr;L?3;Emission Line;5593
Sm;L?2;Emission Line;5605.1
Cl;K?3;Sum Peak (2x);5624
Cl;K?1;Sum Peak (2x);5624
Ni;K?3;Escape Peak (Si);5624.4
Sm;L?1;Emission Line;5632.6
Pd;L?2;Sum Peak (2x);5665
Yb;L?2;Escape Peak (Si);5668
Rh;L?1;Sum Peak (2x);5668.2
Dy;L?3;Escape Peak (Si);5670
Pd;L?1;Sum Peak (2x);5675.6
Yb;L?1;Escape Peak (Si);5716
Nd;L?1;Emission Line;5718.7
Nd;L?4;Emission Line;5723
Ar;K?3;Sum Peak (2x);5759.2
Ni;K?2;Escape Peak (Si);5763
Mn;K?3;Emission Line;5769.9
Ho;L?4;Escape Peak (Si);5771
Ni;K?1;Escape Peak (Si);5780.3
Rh;L?4;Sum Peak (2x);5781.4
Eu;L?2;Emission Line;5818.4
Ho;L?1;Escape Peak (Si);5826
Nd;L?3;Emission Line;5829
Rh;L?3;Sum Peak (2x);5831
Eu;L?1;Emission Line;5849.5
Mn;K?2;Emission Line;5889.1
Mn;K?1;Emission Line;5900.3
Lu;L?2;Escape Peak (Si);5905
Ar;K?2;Sum Peak (2x);5910.6
Ar;K?1;Sum Peak (2x);5915
Cr;K?3;Emission Line;5946.8
Cr;K?1;Emission Line;5946.8
Co;K?1;Escape Peak (Si);5949.1
Co;K?3;Escape Peak (Si);5950.1
Ho;L?3;Escape Peak (Si);5953
Ag;L?2;Sum Peak (2x);5954
Lu;L?1;Escape Peak (Si);5955
Pm;L?4;Emission Line;5956.6
Pm;L?1;Emission Line;5961
Ag;L?1;Sum Peak (2x);5965.4
Pd;L?1;Sum Peak (2x);5979
Cr;K?5;Emission Line;5987
Co;K?5;Escape Peak (Si);6006
Gd;L?2;Emission Line;6021.1
Er;L?4;Escape Peak (Si);6045
Gd;L?1;Emission Line;6053.4
Pm;L?3;Emission Line;6071
Pd;L?4;Sum Peak (2x);6088.2
Er;L?1;Escape Peak (Si);6111
Pd;L?3;Sum Peak (2x);6143.4
Hf;L?2;Escape Peak (Si);6145
Cu;K?3;Escape Peak (Si);6182.3
Sm;L?4;Emission Line;6196
Hf;L?1;Escape Peak (Si);6199
Sm;L?1;Emission Line;6201.1
Tb;L?2;Emission Line;6237.1
Er;L?3;Escape Peak (Si);6239
Cd;L?2;Sum Peak (2x);6252.2
Cd;L?1;Sum Peak (2x);6265.6
Fe;K?3;Emission Line;6267.4
Tb;L?1;Emission Line;6272.9
Ag;L?1;Sum Peak (2x);6300
Sm;L?3;Emission Line;6317.2
Tm;L?4;Escape Peak (Si);6326
Cu;K?2;Escape Peak (Si);6326.7
Cu;K?1;Escape Peak (Si);6346.3
Ar;K?3;Sum Peak (2x);6380
Ar;K?1;Sum Peak (2x);6380.4
Ta;L?2;Escape Peak (Si);6388
Fe;K?2;Emission Line;6392.1
Tm;L?1;Escape Peak (Si);6402
Ag;L?4;Sum Peak (2x);6404.4
Fe;K?1;Emission Line;6405.2
Eu;L?4;Emission Line;6438
Ta;L?1;Escape Peak (Si);6446
Dy;L?2;Emission Line;6457
Eu;L?1;Emission Line;6458.4
K;K?3;Sum Peak (2x);6459.6
Ag;L?3;Sum Peak (2x);6466
Mn;K?1;Emission Line;6491.8
Mn;K?3;Emission Line;6491.8
Dy;L?1;Emission Line;6498
Tm;L?3;Escape Peak (Si);6531
Mn;K?5;Emission Line;6537
In;L?2;Sum Peak (2x);6557.2
Ni;K?3;Escape Peak (Si);6565
Ni;K?1;Escape Peak (Si);6566.8
Eu;L?3;Emission Line;6571
In;L?1;Sum Peak (2x);6572.2
Yb;L?4;Escape Peak (Si);6613
K;K?2;Sum Peak (2x);6622.2
K;K?1;Sum Peak (2x);6627.6
Ni;K?5;Escape Peak (Si);6629
Cd;L?1;Sum Peak (2x);6630.2
W;L?2;Escape Peak (Si);6635
Ho;L?2;Emission Line;6679
Gd;L?4;Emission Line;6688
W;L?1;Escape Peak (Si);6698
Yb;L?1;Escape Peak (Si);6702
Gd;L?1;Emission Line;6708.1
Ho;L?1;Emission Line;6720
Cd;L?4;Sum Peak (2x);6730.8
Zn;K?3;Escape Peak (Si);6762.8
Co;K?3;Emission Line;6783.9
Cd;L?3;Sum Peak (2x);6799.2
Gd;L?3;Emission Line;6832
Yb;L?3;Escape Peak (Si);6836
Sn;L?2;Sum Peak (2x);6871.6
Re;L?2;Escape Peak (Si);6886
Sn;L?1;Sum Peak (2x);6888.2
Er;L?2;Emission Line;6905
Lu;L?4;Escape Peak (Si);6906
Zn;K?2;Escape Peak (Si);6914.1
Co;K?2;Emission Line;6915.8
Co;K?1;Emission Line;6930.9
Zn;K?1;Escape Peak (Si);6937.2
Tb;L?4;Emission Line;6940
Er;L?1;Emission Line;6949
Re;L?1;Escape Peak (Si);6952
In;L?1;Sum Peak (2x);6973.2
Tb;L?1;Emission Line;6975.1
Lu;L?1;Escape Peak (Si);7010
Fe;K?1;Emission Line;7059.3
Fe;K?3;Emission Line;7059.3
In;L?4;Sum Peak (2x);7069.6
Tb;L?3;Emission Line;7097
Fe;K?5;Emission Line;7110
Tm;L?2;Emission Line;7133
Os;L?2;Escape Peak (Si);7140
In;L?3;Sum Peak (2x);7145.4
Lu;L?3;Escape Peak (Si);7146
Tm;L?1;Emission Line;7180
K;K?1;Sum Peak (2x);7180.2
K;K?3;Sum Peak (2x);7180.2
Sb;L?2;Sum Peak (2x);7189
Ca;K?3;Sum Peak (2x);7200.2
Cu;K?3;Escape Peak (Si);7201.7
Cu;K?1;Escape Peak (Si);7203.9
Dy;L?4;Emission Line;7204
Hf;L?4;Escape Peak (Si);7206
Sb;L?1;Sum Peak (2x);7207.6
Os;L?1;Escape Peak (Si);7211
Dy;L?1;Emission Line;7248
Cu;K?5;Escape Peak (Si);7274
Hf;L?1;Escape Peak (Si);7323
Ni;K?3;Emission Line;7324.4
Sn;L?1;Sum Peak (2x);7325.6
Yb;L?2;Emission Line;7368
Ga;K?3;Escape Peak (Si);7368
Dy;L?3;Emission Line;7370
Ca;K?2;Sum Peak (2x);7377.6
Ca;K?1;Sum Peak (2x);7384.6
Ir;L?2;Escape Peak (Si);7399
Yb;L?1;Emission Line;7416
Sn;L?4;Sum Peak (2x);7417
Ni;K?2;Emission Line;7463
Hf;L?3;Escape Peak (Si);7464
Ho;L?4;Emission Line;7471
Ir;L?1;Escape Peak (Si);7475
Ni;K?1;Emission Line;7480.3
Sn;L?3;Sum Peak (2x);7500.8
Ta;L?4;Escape Peak (Si);7513
Te;L?2;Sum Peak (2x);7515.2
Ga;K?2;Escape Peak (Si);7523.8
Ho;L?1;Emission Line;7526
Te;L?1;Sum Peak (2x);7536
Ga;K?1;Escape Peak (Si);7550.6
Lu;L?2;Emission Line;7605
Ta;L?1;Escape Peak (Si);7643
Co;K?1;Emission Line;7649.1
Co;K?3;Emission Line;7650.1
Ho;L?3;Emission Line;7653
Lu;L?1;Emission Line;7655
Pt;L?2;Escape Peak (Si);7662
Sb;L?1;Sum Peak (2x);7685
Co;K?5;Emission Line;7706
Pt;L?1;Escape Peak (Si);7742
Er;L?4;Emission Line;7745
Sb;L?4;Sum Peak (2x);7770.6
Ta;L?3;Escape Peak (Si);7788
Er;L?1;Emission Line;7811
W;L?4;Escape Peak (Si);7825
Hf;L?2;Emission Line;7845
I;L?2;Sum Peak (2x);7852.4
Sb;L?3;Sum Peak (2x);7863.2
Zn;K?3;Escape Peak (Si);7867.6
Zn;K?1;Escape Peak (Si);7870.4
I;L?1;Sum Peak (2x);7875.4
Cu;K?3;Emission Line;7882.3
Hf;L?1;Emission Line;7899
Au;L?2;Escape Peak (Si);7928
Er;L?3;Emission Line;7939
Zn;K?5;Escape Peak (Si);7948.8
W;L?1;Escape Peak (Si);7972
Sc;K?3;Sum Peak (2x);7988
Ge;K?3;Escape Peak (Si);7988.4
Au;L?1;Escape Peak (Si);8013
Tm;L?4;Emission Line;8026
Ca;K?3;Sum Peak (2x);8026.2
Ca;K?1;Sum Peak (2x);8026.2
Cu;K?2;Emission Line;8026.7
Cu;K?1;Emission Line;8046.3
Te;L?1;Sum Peak (2x);8057.2
Ta;L?2;Emission Line;8088
Tm;L?1;Emission Line;8102
W;L?3;Escape Peak (Si);8119
Te;L?4;Sum Peak (2x);8136.4
Re;L?4;Escape Peak (Si);8145
Ta;L?1;Emission Line;8146
Ge;K?2;Escape Peak (Si);8154.9
Sc;K?2;Sum Peak (2x);8176.8
Ge;K?1;Escape Peak (Si);8186
Sc;K?1;Sum Peak (2x);8186.6
Xe;L?2;Sum Peak (2x);8194
Hg;L?2;Escape Peak (Si);8199
Xe;L?1;Sum Peak (2x);8219.2
Tm;L?3;Emission Line;8231
Te;L?3;Sum Peak (2x);8236.4
Ni;K?3;Emission Line;8265
Ni;K?1;Emission Line;8266.8
Hg;L?1;Escape Peak (Si);8289
Re;L?1;Escape Peak (Si);8310
Yb;L?4;Emission Line;8313
Ni;K?5;Emission Line;8329
W;L?2;Emission Line;8335
W;L?1;Emission Line;8398
Yb;L?1;Emission Line;8402
I;L?1;Sum Peak (2x);8442.4
Re;L?3;Escape Peak (Si);8460
Zn;K?3;Emission Line;8462.8
Tl;L?2;Escape Peak (Si);8473
Os;L?4;Escape Peak (Si);8476
I;L?4;Sum Peak (2x);8514
Yb;L?3;Emission Line;8536
Cs;L?2;Sum Peak (2x);8543
Ga;K?3;Escape Peak (Si);8563.5
Ga;K?1;Escape Peak (Si);8567
Tl;L?1;Escape Peak (Si);8569
Cs;L?1;Sum Peak (2x);8570.8
Re;L?2;Emission Line;8586
Lu;L?4;Emission Line;8606
Zn;K?2;Emission Line;8614.1
I;L?3;Sum Peak (2x);8626
Zn;K?1;Emission Line;8637.2
As;K?3;Escape Peak (Si);8640
Ga;K?5;Escape Peak (Si);8648.3
Re;L?1;Emission Line;8652
Os;L?1;Escape Peak (Si);8654
Lu;L?1;Emission Line;8710
Pb;L?2;Escape Peak (Si);8749
As;K?2;Escape Peak (Si);8807.9
Ir;L?4;Escape Peak (Si);8810
Ti;K?3;Sum Peak (2x);8810.2
Os;L?3;Escape Peak (Si);8811
Xe;L?1;Sum Peak (2x);8836
Os;L?2;Emission Line;8840
As;K?1;Escape Peak (Si);8843.4
Lu;L?3;Emission Line;8846
Pb;L?1;Escape Peak (Si);8851
Cu;K?3;Emission Line;8901.7
Xe;L?4;Sum Peak (2x);8901.8
Ba;L?2;Sum Peak (2x);8902.6
Cu;K?1;Emission Line;8903.9
Hf;L?4;Emission Line;8906
Os;L?1;Emission Line;8911
Sc;K?1;Sum Peak (2x);8927.4
Sc;K?3;Sum Peak (2x);8927.4
Ba;L?1;Sum Peak (2x);8933
Cu;K?5;Emission Line;8974
Ir;L?1;Escape Peak (Si);9008
Ti;K?2;Sum Peak (2x);9011.6
Hf;L?1;Emission Line;9023
Ti;K?1;Sum Peak (2x);9024.4
Xe;L?3;Sum Peak (2x);9024.8
Bi;L?2;Escape Peak (Si);9031
Ga;K?3;Emission Line;9068
Ir;L?2;Emission Line;9099
Bi;L?1;Escape Peak (Si);9139
Pt;L?4;Escape Peak (Si);9153
Hf;L?3;Emission Line;9164
Ir;L?3;Escape Peak (Si);9168
Ir;L?1;Emission Line;9175
Ta;L?4;Emission Line;9213
Ga;K?2;Emission Line;9223.8
Cs;L?1;Sum Peak (2x);9237
Ga;K?1;Emission Line;9250.6
La;L?2;Sum Peak (2x);9260
Ge;K?3;Escape Peak (Si);9278.1
Ge;K?1;Escape Peak (Si);9282.2
Cs;L?4;Sum Peak (2x);9286
La;L?1;Sum Peak (2x);9294
Se;K?3;Escape Peak (Si);9306
Po;L?2;Escape Peak (Si);9316
Ta;L?1;Emission Line;9343
Pt;L?2;Emission Line;9362
Pt;L?1;Escape Peak (Si);9371
Ge;K?5;Escape Peak (Si);9373.2
Cs;L?3;Sum Peak (2x);9422
Po;L?1;Escape Peak (Si);9431
Pt;L?1;Emission Line;9442
Se;K?2;Escape Peak (Si);9483.7
Ta;L?3;Emission Line;9488
Au;L?4;Escape Peak (Si);9505
Se;K?1;Escape Peak (Si);9524.1
W;L?4;Emission Line;9525
Pt;L?3;Escape Peak (Si);9535
Zn;K?3;Emission Line;9567.6
Zn;K?1;Emission Line;9570.4
At;L?2;Escape Peak (Si);9605
Au;L?2;Emission Line;9628
Ce;L?2;Sum Peak (2x);9641.2
Zn;K?5;Emission Line;9648.8
Ba;L?1;Sum Peak (2x);9656.6
W;L?1;Emission Line;9672
V;K?3;Sum Peak (2x);9676.6
Ce;L?1;Sum Peak (2x);9678.4
Ge;K?3;Emission Line;9688.4
Ba;L?4;Sum Peak (2x);9704
Au;L?1;Emission Line;9713
At;L?1;Escape Peak (Si);9727
Au;L?1;Escape Peak (Si);9743
W;L?3;Emission Line;9819
Re;L?4;Emission Line;9845
Ba;L?3;Sum Peak (2x);9852
Ge;K?2;Emission Line;9854.9
Hg;L?4;Escape Peak (Si);9860
Ti;K?1;Sum Peak (2x);9866.8
Ti;K?3;Sum Peak (2x);9866.8
Ge;K?1;Emission Line;9886
V;K?2;Sum Peak (2x);9890.4
Rn;L?2;Escape Peak (Si);9897
Hg;L?2;Emission Line;9899
V;K?1;Sum Peak (2x);9905.8
Au;L?3;Escape Peak (Si);9910
Ti;K?5;Sum Peak (2x);9928
Hg;L?1;Emission Line;9989
Br;K?3;Escape Peak (Si);9992
Re;L?1;Emission Line;10010
As;K?3;Escape Peak (Si);10020.8
As;K?1;Escape Peak (Si);10025.8
Rn;L?1;Escape Peak (Si);10027
Pr;L?2;Sum Peak (2x);10031.4
Pr;L?1;Sum Peak (2x);10070.4
La;L?1;Sum Peak (2x);10076
La;L?4;Sum Peak (2x);10114
Hg;L?1;Escape Peak (Si);10124
As;K?5;Escape Peak (Si);10125.3
Re;L?3;Emission Line;10160
As;K?2;Escape Peak (Si);10164
Tl;L?2;Emission Line;10173
Os;L?4;Emission Line;10176
Br;K?2;Escape Peak (Si);10178
Fr;L?2;Escape Peak (Si);10195
Au;L?5;Escape Peak (Si);10214
Br;K?1;Escape Peak (Si);10224
Tl;L?4;Escape Peak (Si);10231
Ga;K?3;Emission Line;10263.5
Ga;K?1;Emission Line;10267
Tl;L?1;Emission Line;10269
La;L?3;Sum Peak (2x);10276
Hg;L?3;Escape Peak (Si);10292
Fr;L?1;Escape Peak (Si);10331
As;K?3;Emission Line;10340
Ga;K?5;Emission Line;10348.3
Os;L?1;Emission Line;10354
Nd;L?2;Sum Peak (2x);10409.4
Pb;L?2;Emission Line;10449
Nd;L?1;Sum Peak (2x);10455.2
Ra;L?2;Escape Peak (Si);10496
As;K?2;Emission Line;10507.9
Ir;L?4;Emission Line;10510
Os;L?3;Emission Line;10511
Tl;L?1;Escape Peak (Si);10513
Ce;L?1;Sum Peak (2x);10523.2
As;K?1;Emission Line;10543.4
Ce;L?4;Sum Peak (2x);10548
Pb;L?1;Emission Line;10551
Hg;L?5;Escape Peak (Si);10574.4
Cr;K?3;Sum Peak (2x);10586
Pb;L?4;Escape Peak (Si);10607
Ra;L?1;Escape Peak (Si);10639
Tl;L?3;Escape Peak (Si);10690
Kr;K?3;Escape Peak (Si);10705
Ir;L?1;Emission Line;10708
Ce;L?3;Sum Peak (2x);10722
Bi;L?2;Emission Line;10731
Se;K?3;Escape Peak (Si);10791.5
Se;K?1;Escape Peak (Si);10797.3
Ac;L?2;Escape Peak (Si);10801
Cr;K?2;Sum Peak (2x);10810.4
Pm;L?2;Sum Peak (2x);10814
Cr;K?1;Sum Peak (2x);10829.8
Bi;L?1;Emission Line;10839
Pt;L?4;Emission Line;10853
V;K?3;Sum Peak (2x);10855.6
V;K?1;Sum Peak (2x);10855.6
Pm;L?1;Sum Peak (2x);10864
Ir;L?3;Emission Line;10868
Kr;K?2;Escape Peak (Si);10895.1
Se;K?5;Escape Peak (Si);10902.5
Pb;L?1;Escape Peak (Si);10914
V;K?5;Sum Peak (2x);10926
Tl;L?5;Escape Peak (Si);10943.3
Kr;K?1;Escape Peak (Si);10947.6
Ac;L?1;Escape Peak (Si);10952
Se;K?2;Escape Peak (Si);10955
Ge;K?3;Emission Line;10978.1
Ge;K?1;Emission Line;10982.2
Pr;L?1;Sum Peak (2x);10983.4
Bi;L?4;Escape Peak (Si);10992
Pr;L?4;Sum Peak (2x);10996
Se;K?3;Emission Line;11006
Po;L?2;Emission Line;11016
Pt;L?1;Emission Line;11071
Ge;K?5;Emission Line;11073.2
Pb;L?3;Escape Peak (Si);11095
Th;L?2;Escape Peak (Si);11109
Po;L?1;Emission Line;11131
Se;K?2;Emission Line;11183.7
Pr;L?3;Sum Peak (2x);11186
Au;L?4;Emission Line;11205
Sm;L?2;Sum Peak (2x);11210.2
Se;K?1;Emission Line;11224.1
Pt;L?3;Emission Line;11235
Sm;L?1;Sum Peak (2x);11265.2
Th;L?1;Escape Peak (Si);11268
At;L?2;Emission Line;11305
Pb;L?5;Escape Peak (Si);11314.3
Bi;L?1;Escape Peak (Si);11323
Po;L?4;Escape Peak (Si);11385
Pa;L?2;Escape Peak (Si);11422
At;L?1;Emission Line;11427
Rb;K?3;Escape Peak (Si);11435
Nd;L?1;Sum Peak (2x);11437.4
Au;L?1;Emission Line;11443
Nd;L?4;Sum Peak (2x);11446
Bi;L?3;Escape Peak (Si);11511
Mn;K?3;Sum Peak (2x);11539.8
Hg;L?4;Emission Line;11560
Br;K?3;Escape Peak (Si);11585
Pa;L?1;Escape Peak (Si);11591
Br;K?1;Escape Peak (Si);11592
Rn;L?2;Emission Line;11597
Au;L?3;Emission Line;11610
Rb;K?2;Escape Peak (Si);11636
Eu;L?2;Sum Peak (2x);11636.8
Nd;L?3;Sum Peak (2x);11658
Br;K?3;Emission Line;11692
Bi;L?5;Escape Peak (Si);11692.1
Rb;K?1;Escape Peak (Si);11696
Eu;L?1;Sum Peak (2x);11699
Br;K?5;Escape Peak (Si);11704
As;K?3;Emission Line;11720.8
As;K?1;Emission Line;11725.8
Rn;L?1;Emission Line;11727
U;L?2;Escape Peak (Si);11738
Po;L?1;Escape Peak (Si);11746
Br;K?2;Escape Peak (Si);11771
Mn;K?2;Sum Peak (2x);11778.2
At;L?4;Escape Peak (Si);11785
Mn;K?1;Sum Peak (2x);11800.6
Hg;L?1;Emission Line;11824
As;K?5;Emission Line;11825.3
As;K?2;Emission Line;11864
Br;K?2;Emission Line;11878
Cr;K?1;Sum Peak (2x);11893.6
Cr;K?3;Sum Peak (2x);11893.6
Fr;L?2;Emission Line;11895
Pm;L?4;Sum Peak (2x);11913.2
Au;L?5;Emission Line;11914
U;L?1;Escape Peak (Si);11914
Pm;L?1;Sum Peak (2x);11922
Br;K?1;Emission Line;11924
Tl;L?4;Emission Line;11931
Po;L?3;Escape Peak (Si);11937
Cr;K?5;Sum Peak (2x);11974
Hg;L?3;Emission Line;11992
Fr;L?1;Emission Line;12031
Gd;L?2;Sum Peak (2x);12042.2
Np;L?2;Escape Peak (Si);12061
Po;L?5;Escape Peak (Si);12083
Gd;L?1;Sum Peak (2x);12106.8
Pm;L?3;Sum Peak (2x);12142
At;L?1;Escape Peak (Si);12176
Sr;K?3;Escape Peak (Si);12189
Rn;L?4;Escape Peak (Si);12190
Ra;L?2;Emission Line;12196
Tl;L?1;Emission Line;12213
Np;L?1;Escape Peak (Si);12246
Hg;L?5;Emission Line;12274.4
Pb;L?4;Emission Line;12307
Ra;L?1;Emission Line;12339
At;L?3;Escape Peak (Si);12367
Pu;L?2;Escape Peak (Si);12387
Tl;L?3;Emission Line;12390
Sm;L?4;Sum Peak (2x);12392
Sr;K?2;Escape Peak (Si);12398
Sm;L?1;Sum Peak (2x);12402.2
Kr;K?3;Escape Peak (Si);12403.8
Kr;K?3;Emission Line;12405
Kr;K?1;Escape Peak (Si);12411.6
Sr;K?1;Escape Peak (Si);12465
At;L?5;Escape Peak (Si);12474
Tb;L?2;Sum Peak (2x);12474.2
Se;K?3;Emission Line;12491.5
Se;K?1;Emission Line;12497.3
Ac;L?2;Emission Line;12501
Kr;K?5;Escape Peak (Si);12531
Fe;K?3;Sum Peak (2x);12534.8
Tb;L?1;Sum Peak (2x);12545.8
Pu;L?1;Escape Peak (Si);12582
Kr;K?2;Emission Line;12595.1
Se;K?5;Emission Line;12602.5
Kr;K?2;Escape Peak (Si);12611.9
Fr;L?4;Escape Peak (Si);12612
Pb;L?1;Emission Line;12614
Rn;L?1;Escape Peak (Si);12615
Sm;L?3;Sum Peak (2x);12634.4
Tl;L?5;Emission Line;12643.3
Kr;K?1;Emission Line;12647.6
Ac;L?1;Emission Line;12652
Se;K?2;Emission Line;12655
Bi;L?4;Emission Line;12692
Am;L?2;Escape Peak (Si);12714
Fe;K?2;Sum Peak (2x);12784.2
Pb;L?3;Emission Line;12795
Th;L?2;Emission Line;12809
Fe;K?1;Sum Peak (2x);12810.4
Rn;L?3;Escape Peak (Si);12811
Rn;L?5;Escape Peak (Si);12871
Eu;L?4;Sum Peak (2x);12876
Dy;L?2;Sum Peak (2x);12914
Eu;L?1;Sum Peak (2x);12916.8
Am;L?1;Escape Peak (Si);12920
Y;K?3;Escape Peak (Si);12965
Th;L?1;Emission Line;12968
Mn;K?3;Sum Peak (2x);12983.6
Mn;K?1;Sum Peak (2x);12983.6
Dy;L?1;Sum Peak (2x);12996
Pb;L?5;Emission Line;13014.3
Bi;L?1;Emission Line;13023
Cm;L?2;Escape Peak (Si);13046
Ra;L?4;Escape Peak (Si);13047
Fr;L?1;Escape Peak (Si);13071
Mn;K?5;Sum Peak (2x);13074
Po;L?4;Emission Line;13085
Pa;L?2;Emission Line;13122
Rb;K?3;Emission Line;13135
Eu;L?3;Sum Peak (2x);13142
Y;K?2;Escape Peak (Si);13182
Bi;L?3;Emission Line;13211
Rb;K?3;Escape Peak (Si);13251.3
Y;K?1;Escape Peak (Si);13258
Rb;K?1;Escape Peak (Si);13260.9
Cm;L?1;Escape Peak (Si);13261
Fr;L?5;Escape Peak (Si);13273
Fr;L?3;Escape Peak (Si);13276
Br;K?3;Emission Line;13285
Pa;L?1;Emission Line;13291
Br;K?1;Emission Line;13292
Rb;K?2;Emission Line;13336
Ho;L?2;Sum Peak (2x);13358
Gd;L?4;Sum Peak (2x);13376
Bk;L?2;Escape Peak (Si);13382
Rb;K?5;Escape Peak (Si);13387
Bi;L?5;Emission Line;13392.1
Rb;K?1;Emission Line;13396
Br;K?5;Emission Line;13404
Gd;L?1;Sum Peak (2x);13416.2
U;L?2;Emission Line;13438
Ho;L?1;Sum Peak (2x);13440
Po;L?1;Emission Line;13446
Br;K?2;Emission Line;13471
Rb;K?2;Escape Peak (Si);13483.7
Ac;L?4;Escape Peak (Si);13484
At;L?4;Emission Line;13485
Ra;L?1;Escape Peak (Si);13536
Co;K?3;Sum Peak (2x);13567.8
Bk;L?1;Escape Peak (Si);13608
U;L?1;Emission Line;13614
Po;L?3;Emission Line;13637
Gd;L?3;Sum Peak (2x);13664
Ra;L?5;Escape Peak (Si);13676
Cf;L?2;Escape Peak (Si);13723
Ra;L?3;Escape Peak (Si);13745
Np;L?2;Emission Line;13761
Zr;K?3;Escape Peak (Si);13766
Po;L?5;Emission Line;13783
Er;L?2;Sum Peak (2x);13810
Co;K?2;Sum Peak (2x);13831.6
Co;K?1;Sum Peak (2x);13861.8
At;L?1;Emission Line;13876
Tb;L?4;Sum Peak (2x);13880
Sr;K?3;Emission Line;13889
Rn;L?4;Emission Line;13890
Er;L?1;Sum Peak (2x);13898
Th;L?4;Escape Peak (Si);13942
Np;L?1;Emission Line;13946
Tb;L?1;Sum Peak (2x);13950.2
Cf;L?1;Escape Peak (Si);13960
Zr;K?2;Escape Peak (Si);13991
Ac;L?1;Escape Peak (Si);14013
At;L?3;Emission Line;14067
Zr;K?1;Escape Peak (Si);14075
Pu;L?2;Emission Line;14087
Ac;L?5;Escape Peak (Si);14091
Sr;K?2;Emission Line;14098
Kr;K?3;Emission Line;14103.8
Kr;K?1;Emission Line;14111.6
Fe;K?3;Sum Peak (2x);14118.6
Fe;K?1;Sum Peak (2x);14118.6
Sr;K?3;Escape Peak (Si);14124.7
Sr;K?1;Escape Peak (Si);14135
Sr;K?1;Emission Line;14165
At;L?5;Emission Line;14174
Tb;L?3;Sum Peak (2x);14194
Fe;K?5;Sum Peak (2x);14220
Kr;K?5;Emission Line;14231
Ac;L?3;Escape Peak (Si);14231
Tm;L?2;Sum Peak (2x);14266
Sr;K?5;Escape Peak (Si);14269
Pu;L?1;Emission Line;14282
Kr;K?2;Emission Line;14311.9
Fr;L?4;Emission Line;14312
Rn;L?1;Emission Line;14315
Tm;L?1;Sum Peak (2x);14360
Sr;K?2;Escape Peak (Si);14383.4
Pa;L?4;Escape Peak (Si);14404
Dy;L?4;Sum Peak (2x);14408
Am;L?2;Emission Line;14414
Dy;L?1;Sum Peak (2x);14496
Th;L?1;Escape Peak (Si);14502
Th;L?5;Escape Peak (Si);14507.5
Rn;L?3;Emission Line;14511
Rn;L?5;Emission Line;14571
Nb;K?3;Escape Peak (Si);14588
Am;L?1;Emission Line;14620
Ni;K?3;Sum Peak (2x);14648.8
Y;K?3;Emission Line;14665
Th;L?3;Escape Peak (Si);14726
Yb;L?2;Sum Peak (2x);14736
Dy;L?3;Sum Peak (2x);14740
Cm;L?2;Emission Line;14746
Ra;L?4;Emission Line;14747
Fr;L?1;Emission Line;14771
Nb;K?2;Escape Peak (Si);14821
Yb;L?1;Sum Peak (2x);14832
U;L?4;Escape Peak (Si);14875
Y;K?2;Emission Line;14882
Nb;K?1;Escape Peak (Si);14915
Ni;K?2;Sum Peak (2x);14926
Pa;L?5;Escape Peak (Si);14939
Ho;L?4;Sum Peak (2x);14942
Rb;K?3;Emission Line;14951.3
Y;K?1;Emission Line;14958
Ni;K?1;Sum Peak (2x);14960.6
Rb;K?1;Emission Line;14960.9
Cm;L?1;Emission Line;14961
Fr;L?5;Emission Line;14973
Fr;L?3;Emission Line;14976
Pa;L?1;Escape Peak (Si);15003
Y;K?3;Escape Peak (Si);15027.4
Y;K?1;Escape Peak (Si);15039.2
Ho;L?1;Sum Peak (2x);15052
Bk;L?2;Emission Line;15082
Rb;K?5;Emission Line;15087
Y;K?5;Escape Peak (Si);15180.3
Rb;K?2;Emission Line;15183.7
Ac;L?4;Emission Line;15184
Lu;L?2;Sum Peak (2x);15210
Pa;L?3;Escape Peak (Si);15231
Ra;L?1;Emission Line;15236
