Element,Line,Type,Energy
Pt,Kb5,Escape Peak (Si),74493.0
Ba,Kb2,Sum Peak (2x),74498.0
Ba,Kb4,Sum Peak (2x),74696.8
Nd,Ka1,Sum Peak (2x),74722.0
Bi,Ka2,Emission Line,74815.0
Pb,Ka1,Emission Line,74970.0
Po,Ka2,Escape Peak (Si),75161.0
Pt,Kb3,Emission Line,75368.0
Bi,Ka1,Escape Peak (Si),75407.0
La,Kb3,Sum Peak (2x),75432.0
Pm,Ka3,Sum Peak (2x),75512.0
Ir,Kb2,Emission Line,75533.2
La,Kb1,Sum Peak (2x),75594.0
Pt,Kb1,Emission Line,75750.0
Ir,Kb4,Emission Line,75799.1
Au,Kb3,Escape Peak (Si),75877.0
Pt,Kb2,Escape Peak (Si),76085.9
La,Kb5,Sum Peak (2x),76144.0
Po,Ka3,Emission Line,76166.0
Pt,Kb5,Emission Line,76193.0
Au,Kb1,Escape Peak (Si),76282.0
Pm,Ka2,Sum Peak (2x),76342.0
Pt,Kb4,Escape Peak (Si),76363.4
At,Ka3,Escape Peak (Si),76537.0
Au,Kb5,Escape Peak (Si),76734.0
Po,Ka2,Emission Line,76861.0
Bi,Ka1,Emission Line,77107.0
At,Ka2,Escape Peak (Si),77245.0
La,Kb2,Sum Peak (2x),77438.4
Pm,Ka1,Sum Peak (2x),77450.0
Au,Kb3,Emission Line,77577.0
Po,Ka1,Escape Peak (Si),77591.0
La,Kb4,Sum Peak (2x),77639.4
Pt,Kb2,Emission Line,77785.9
Au,Kb1,Emission Line,77982.0
Pt,Kb4,Emission Line,78063.4
Hg,Kb3,Escape Peak (Si),78123.0
Sm,Ka3,Sum Peak (2x),78194.0
At,Ka3,Emission Line,78237.0
Ce,Kb3,Sum Peak (2x),78338.0
Au,Kb2,Escape Peak (Si),78382.3
Au,Kb5,Emission Line,78434.0
Ce,Kb1,Sum Peak (2x),78512.0
Hg,Kb1,Escape Peak (Si),78555.0
Rn,Ka3,Escape Peak (Si),78655.0
Au,Kb4,Escape Peak (Si),78671.8
At,Ka2,Emission Line,78945.0
Hg,Kb5,Escape Peak (Si),79017.0
Sm,Ka2,Sum Peak (2x),79044.0
Ce,Kb5,Sum Peak (2x),79081.2
Po,Ka1,Emission Line,79291.0
Rn,Ka2,Escape Peak (Si),79367.0
At,Ka1,Escape Peak (Si),79816.0
Hg,Kb3,Emission Line,79823.0
Au,Kb2,Emission Line,80082.3
Sm,Ka1,Sum Peak (2x),80236.0
Hg,Kb1,Emission Line,80255.0
Rn,Ka3,Emission Line,80355.0
Au,Kb4,Emission Line,80371.8
Tl,Kb3,Escape Peak (Si),80414.0
Ce,Kb2,Sum Peak (2x),80439.6
Ce,Kb4,Sum Peak (2x),80668.0
Hg,Kb5,Emission Line,80717.0
Hg,Kb2,Escape Peak (Si),80721.8
Fr,Ka3,Escape Peak (Si),80798.0
Tl,Kb1,Escape Peak (Si),80873.0
Eu,Ka3,Sum Peak (2x),80934.0
Hg,Kb4,Escape Peak (Si),81023.8
Rn,Ka2,Emission Line,81067.0
Pr,Kb3,Sum Peak (2x),81308.0
Tl,Kb5,Escape Peak (Si),81345.0
Pr,Kb1,Sum Peak (2x),81498.0
At,Ka1,Emission Line,81516.0
Fr,Ka2,Escape Peak (Si),81530.0
Eu,Ka2,Sum Peak (2x),81804.0
Rn,Ka1,Escape Peak (Si),82085.0
Pr,Kb5,Sum Peak (2x),82085.4
Tl,Kb3,Emission Line,82114.0
Hg,Kb2,Emission Line,82421.8
Fr,Ka3,Emission Line,82498.0
Tl,Kb1,Emission Line,82573.0
Hg,Kb4,Emission Line,82723.8
Pb,Kb3,Escape Peak (Si),82751.0
Ra,Ka3,Escape Peak (Si),82985.0
Tl,Kb5,Emission Line,83045.0
Eu,Ka1,Sum Peak (2x),83084.0
Tl,Kb2,Escape Peak (Si),83109.5
Fr,Ka2,Emission Line,83230.0
Pb,Kb1,Escape Peak (Si),83239.0
Tl,Kb4,Escape Peak (Si),83424.3
Pr,Kb2,Sum Peak (2x),83509.4
Pb,Kb5,Escape Peak (Si),83719.0
Gd,Ka3,Sum Peak (2x),83726.0
Ra,Ka2,Escape Peak (Si),83738.0
Pr,Kb4,Sum Peak (2x),83751.8
Rn,Ka1,Emission Line,83785.0
Nd,Kb3,Sum Peak (2x),84332.0
Fr,Ka1,Escape Peak (Si),84406.0
Pb,Kb3,Emission Line,84451.0
Nd,Kb1,Sum Peak (2x),84544.0
Gd,Ka2,Sum Peak (2x),84618.0
Ra,Ka3,Emission Line,84685.0
Tl,Kb2,Emission Line,84809.5
Pb,Kb1,Emission Line,84939.0
Tl,Kb4,Emission Line,85124.3
Bi,Kb3,Escape Peak (Si),85130.0
Nd,Kb5,Sum Peak (2x),85131.4
Ac,Ka3,Escape Peak (Si),85215.0
Pb,Kb5,Emission Line,85419.0
Ra,Ka2,Emission Line,85438.0
Pb,Kb2,Escape Peak (Si),85543.1
Bi,Kb1,Escape Peak (Si),85649.0
Pb,Kb4,Escape Peak (Si),85870.7
Ac,Ka2,Escape Peak (Si),85972.0
Gd,Ka1,Sum Peak (2x),85992.0
Fr,Ka1,Emission Line,86106.0
Bi,Kb5,Escape Peak (Si),86138.0
Tb,Ka3,Sum Peak (2x),86576.0
Nd,Kb2,Sum Peak (2x),86651.4
Ra,Ka1,Escape Peak (Si),86778.0
Bi,Kb3,Emission Line,86830.0
Nd,Kb4,Sum Peak (2x),86897.0
Ac,Ka3,Emission Line,86915.0
Pb,Kb2,Emission Line,87243.1
Bi,Kb1,Emission Line,87349.0
Pm,Kb3,Sum Peak (2x),87425.2
Th,Ka3,Escape Peak (Si),87479.0
Tb,Ka2,Sum Peak (2x),87488.0
Po,Kb3,Escape Peak (Si),87551.0
Pb,Kb4,Emission Line,87570.7
Pm,Kb1,Sum Peak (2x),87654.0
Ac,Ka2,Emission Line,87672.0
Bi,Kb5,Emission Line,87838.0
Bi,Kb2,Escape Peak (Si),88020.8
Po,Kb1,Escape Peak (Si),88103.0
Th,Ka2,Escape Peak (Si),88258.0
Pm,Kb5,Sum Peak (2x),88264.0
Bi,Kb4,Escape Peak (Si),88362.0
Ra,Ka1,Emission Line,88478.0
Po,Kb5,Escape Peak (Si),88607.0
Tb,Ka1,Sum Peak (2x),88964.0
Th,Ka3,Emission Line,89179.0
Ac,Ka1,Escape Peak (Si),89184.0
Po,Kb3,Emission Line,89251.0
Dy,Ka3,Sum Peak (2x),89486.0
Bi,Kb2,Emission Line,89720.8
Pa,Ka3,Escape Peak (Si),89796.0
Po,Kb1,Emission Line,89803.0
Pm,Kb2,Sum Peak (2x),89884.0
Th,Ka2,Emission Line,89958.0
At,Kb3,Escape Peak (Si),90022.0
Bi,Kb4,Emission Line,90062.0
Pm,Kb4,Sum Peak (2x),90128.0
Po,Kb5,Emission Line,90307.0
Dy,Ka2,Sum Peak (2x),90416.0
Po,Kb2,Escape Peak (Si),90554.0
Sm,Kb3,Sum Peak (2x),90586.0
Pa,Ka2,Escape Peak (Si),90587.0
At,Kb1,Escape Peak (Si),90604.0
Sm,Kb1,Sum Peak (2x),90828.4
Ac,Ka1,Emission Line,90884.0
Po,Kb4,Escape Peak (Si),90905.0
At,Kb5,Escape Peak (Si),91121.0
Sm,Kb5,Sum Peak (2x),91446.2
Pa,Ka3,Emission Line,91496.0
Th,Ka1,Escape Peak (Si),91651.0
At,Kb3,Emission Line,91722.0
Dy,Ka1,Sum Peak (2x),91998.0
U,Ka3,Escape Peak (Si),92149.0
Po,Kb2,Emission Line,92254.0
Pa,Ka2,Emission Line,92287.0
At,Kb1,Emission Line,92304.0
Ho,Ka3,Sum Peak (2x),92448.0
Rn,Kb3,Escape Peak (Si),92545.0
Po,Kb4,Emission Line,92605.0
At,Kb5,Emission Line,92821.0
U,Ka2,Escape Peak (Si),92958.0
Sm,Kb2,Sum Peak (2x),93136.8
At,Kb2,Escape Peak (Si),93144.0
Rn,Kb1,Escape Peak (Si),93166.0
Th,Ka1,Emission Line,93351.0
Ho,Ka2,Sum Peak (2x),93400.0
Sm,Kb4,Sum Peak (2x),93410.0
At,Kb4,Escape Peak (Si),93497.0
Rn,Kb5,Escape Peak (Si),93682.0
Eu,Kb3,Sum Peak (2x),93810.0
U,Ka3,Emission Line,93849.0
Eu,Kb1,Sum Peak (2x),94076.0
Pa,Ka1,Escape Peak (Si),94168.0
Rn,Kb3,Emission Line,94245.0
Np,Ka3,Escape Peak (Si),94542.0
U,Ka2,Emission Line,94658.0
Eu,Kb5,Sum Peak (2x),94720.8
At,Kb2,Emission Line,94844.0
Rn,Kb1,Emission Line,94866.0
Ho,Ka1,Sum Peak (2x),95094.0
Fr,Kb3,Escape Peak (Si),95110.0
At,Kb4,Emission Line,95197.0
Np,Ka2,Escape Peak (Si),95369.0
Rn,Kb5,Emission Line,95382.0
Er,Ka3,Sum Peak (2x),95470.0
Fr,Kb1,Escape Peak (Si),95774.0
Rn,Kb2,Escape Peak (Si),95775.0
Pa,Ka1,Emission Line,95868.0
Rn,Kb4,Escape Peak (Si),96137.0
Np,Ka3,Emission Line,96242.0
Fr,Kb5,Escape Peak (Si),96301.0
Er,Ka2,Sum Peak (2x),96444.0
Eu,Kb2,Sum Peak (2x),96470.0
U,Ka1,Escape Peak (Si),96740.0
Eu,Kb4,Sum Peak (2x),96772.0
Fr,Kb3,Emission Line,96810.0
Pu,Ka3,Escape Peak (Si),96987.0
Np,Ka2,Emission Line,97069.0
Gd,Kb3,Sum Peak (2x),97102.0
Gd,Kb1,Sum Peak (2x),97390.0
Fr,Kb1,Emission Line,97474.0
Rn,Kb2,Emission Line,97475.0
Ra,Kb3,Escape Peak (Si),97732.0
Pu,Ka2,Escape Peak (Si),97825.0
Rn,Kb4,Emission Line,97837.0
Fr,Kb5,Emission Line,98001.0
Gd,Kb5,Sum Peak (2x),98034.2
Er,Ka1,Sum Peak (2x),98256.0
Ra,Kb1,Escape Peak (Si),98430.0
U,Ka1,Emission Line,98440.0
Fr,Kb2,Escape Peak (Si),98457.0
Tm,Ka3,Sum Peak (2x),98548.0
Pu,Ka3,Emission Line,98687.0
Fr,Kb4,Escape Peak (Si),98834.0
Ra,Kb5,Escape Peak (Si),98974.0
Np,Ka1,Escape Peak (Si),99359.0
Ra,Kb3,Emission Line,99432.0
Am,Ka3,Escape Peak (Si),99474.0
Pu,Ka2,Emission Line,99525.0
Tm,Ka2,Sum Peak (2x),99546.0
Gd,Kb2,Sum Peak (2x),99906.0
Ra,Kb1,Emission Line,100130.0
Fr,Kb2,Emission Line,100157.0
Gd,Kb4,Sum Peak (2x),100192.8
Am,Ka2,Escape Peak (Si),100330.0
Ac,Kb3,Escape Peak (Si),100399.0
Tb,Kb3,Sum Peak (2x),100456.0
Fr,Kb4,Emission Line,100534.0
Ra,Kb5,Emission Line,100674.0
Tb,Kb1,Sum Peak (2x),100770.0
Np,Ka1,Emission Line,101059.0
Ac,Kb1,Escape Peak (Si),101146.0
Ra,Kb2,Escape Peak (Si),101164.0
Am,Ka3,Emission Line,101174.0
Tb,Kb5,Sum Peak (2x),101438.2
Tm,Ka1,Sum Peak (2x),101484.0
Ra,Kb4,Escape Peak (Si),101586.0
Ac,Kb5,Escape Peak (Si),101685.0
Yb,Ka3,Sum Peak (2x),101692.0
Cm,Ka3,Escape Peak (Si),102015.0
Am,Ka2,Emission Line,102030.0
Pu,Ka1,Escape Peak (Si),102034.0
Ac,Kb3,Emission Line,102099.0
Yb,Ka2,Sum Peak (2x),102708.0
Ac,Kb1,Emission Line,102846.0
Ra,Kb2,Emission Line,102864.0
Cm,Ka2,Escape Peak (Si),102890.0
Th,Kb3,Escape Peak (Si),103121.0
Ra,Kb4,Emission Line,103286.0
Tb,Kb2,Sum Peak (2x),103347.2
Ac,Kb5,Emission Line,103385.0
Tb,Kb4,Sum Peak (2x),103691.0
Cm,Ka3,Emission Line,103715.0
Pu,Ka1,Emission Line,103734.0
Dy,Kb3,Sum Peak (2x),103894.0
Th,Kb1,Escape Peak (Si),103905.0
Ac,Kb2,Escape Peak (Si),103975.0
Dy,Kb1,Sum Peak (2x),104226.0
Ac,Kb4,Escape Peak (Si),104380.0
Th,Kb5,Escape Peak (Si),104460.0
Cm,Ka2,Emission Line,104590.0
Bk,Ka3,Escape Peak (Si),104600.0
Am,Ka1,Escape Peak (Si),104772.0
Yb,Ka1,Sum Peak (2x),104776.0
Th,Kb3,Emission Line,104821.0
Lu,Ka3,Sum Peak (2x),104888.0
Dy,Kb5,Sum Peak (2x),104912.0
Bk,Ka2,Escape Peak (Si),105485.0
Th,Kb1,Emission Line,105605.0
Ac,Kb2,Emission Line,105675.0
Pa,Kb3,Escape Peak (Si),105900.0
Lu,Ka2,Sum Peak (2x),105930.0
Ac,Kb4,Emission Line,106080.0
Th,Kb5,Emission Line,106160.0
Bk,Ka3,Emission Line,106300.0
Am,Ka1,Emission Line,106472.0
Pa,Kb1,Escape Peak (Si),106727.0
Th,Kb2,Escape Peak (Si),106783.0
Dy,Kb2,Sum Peak (2x),106911.0
Bk,Ka2,Emission Line,107185.0
Cf,Ka3,Escape Peak (Si),107229.0
Th,Kb4,Escape Peak (Si),107239.0
Dy,Kb4,Sum Peak (2x),107270.8
Pa,Kb5,Escape Peak (Si),107290.0
Ho,Kb3,Sum Peak (2x),107390.0
Cm,Ka1,Escape Peak (Si),107571.0
Pa,Kb3,Emission Line,107600.0
Ho,Kb1,Sum Peak (2x),107754.0
Cf,Ka2,Escape Peak (Si),108131.0
Lu,Ka1,Sum Peak (2x),108140.0
Hf,Ka3,Sum Peak (2x),108160.0
Pa,Kb1,Emission Line,108427.0
Ho,Kb5,Sum Peak (2x),108452.0
Th,Kb2,Emission Line,108483.0
U,Kb3,Escape Peak (Si),108724.0
Cf,Ka3,Emission Line,108929.0
Th,Kb4,Emission Line,108939.0
Pa,Kb5,Emission Line,108990.0
Hf,Ka2,Sum Peak (2x),109224.0
Cm,Ka1,Emission Line,109271.0
U,Kb1,Escape Peak (Si),109603.0
Pa,Kb2,Escape Peak (Si),109677.0
Cf,Ka2,Emission Line,109831.0
Pa,Kb4,Escape Peak (Si),110158.0
U,Kb5,Escape Peak (Si),110178.0
Bk,Ka1,Escape Peak (Si),110421.0
U,Kb3,Emission Line,110424.0
Ho,Kb2,Sum Peak (2x),110549.0
Ho,Kb4,Sum Peak (2x),110916.0
Er,Kb3,Sum Peak (2x),110960.0
U,Kb1,Emission Line,111303.0
Er,Kb1,Sum Peak (2x),111348.0
Pa,Kb2,Emission Line,111377.0
Ta,Ka3,Sum Peak (2x),111468.0
Hf,Ka1,Sum Peak (2x),111580.0
Np,Kb3,Escape Peak (Si),111603.0
Pa,Kb4,Emission Line,111858.0
U,Kb5,Emission Line,111878.0
Er,Kb5,Sum Peak (2x),112066.0
Bk,Ka1,Emission Line,112121.0
Np,Kb1,Escape Peak (Si),112534.0
Ta,Ka2,Sum Peak (2x),112560.0
U,Kb2,Escape Peak (Si),112635.0
Np,Kb5,Escape Peak (Si),113120.0
U,Kb4,Escape Peak (Si),113128.0
Np,Kb3,Emission Line,113303.0
Cf,Ka1,Escape Peak (Si),113332.0
Np,Kb1,Emission Line,114234.0
Er,Kb2,Sum Peak (2x),114239.6
U,Kb2,Emission Line,114335.0
Pu,Kb3,Escape Peak (Si),114544.0
Tm,Kb3,Sum Peak (2x),114600.0
Er,Kb4,Sum Peak (2x),114636.8
Np,Kb5,Emission Line,114820.0
U,Kb4,Emission Line,114828.0
W,Ka3,Sum Peak (2x),114850.0
Tm,Kb1,Sum Peak (2x),115010.0
Cf,Ka1,Emission Line,115032.0
Ta,Ka1,Sum Peak (2x),115070.0
Pu,Kb1,Escape Peak (Si),115528.0
Np,Kb2,Escape Peak (Si),115641.0
Tm,Kb5,Sum Peak (2x),115750.0
W,Ka2,Sum Peak (2x),115962.0
Pu,Kb5,Escape Peak (Si),116121.0
Np,Kb4,Escape Peak (Si),116153.0
Pu,Kb3,Emission Line,116244.0
Pu,Kb1,Emission Line,117228.0
Np,Kb2,Emission Line,117341.0
Am,Kb3,Escape Peak (Si),117543.0
Pu,Kb5,Emission Line,117821.0
Np,Kb4,Emission Line,117853.0
Tm,Kb2,Sum Peak (2x),118008.2
Re,Ka3,Sum Peak (2x),118298.0
Yb,Kb3,Sum Peak (2x),118318.0
Tm,Kb4,Sum Peak (2x),118429.0
Am,Kb1,Escape Peak (Si),118584.0
W,Ka1,Sum Peak (2x),118636.0
Pu,Kb2,Escape Peak (Si),118711.0
Yb,Kb1,Sum Peak (2x),118764.0
Am,Kb5,Escape Peak (Si),119186.0
Am,Kb3,Emission Line,119243.0
Pu,Kb4,Escape Peak (Si),119245.0
Re,Ka2,Sum Peak (2x),119434.0
Yb,Kb5,Sum Peak (2x),119512.0
Am,Kb1,Emission Line,120284.0
Pu,Kb2,Emission Line,120411.0
Cm,Kb3,Escape Peak (Si),120604.0
Am,Kb5,Emission Line,120886.0
Pu,Kb4,Emission Line,120945.0
Cm,Kb1,Escape Peak (Si),121703.0
Os,Ka3,Sum Peak (2x),121806.0
Am,Kb2,Escape Peak (Si),121844.0
Yb,Kb2,Sum Peak (2x),121886.6
Lu,Kb3,Sum Peak (2x),122100.0
Yb,Kb4,Sum Peak (2x),122281.6
Re,Ka1,Sum Peak (2x),122282.0
Cm,Kb3,Emission Line,122304.0
Cm,Kb5,Escape Peak (Si),122317.0
Am,Kb4,Escape Peak (Si),122402.0
Lu,Kb1,Sum Peak (2x),122580.0
Os,Ka2,Sum Peak (2x),122972.0
Lu,Kb5,Sum Peak (2x),123350.0
Cm,Kb1,Emission Line,123403.0
Am,Kb2,Emission Line,123544.0
Bk,Kb3,Escape Peak (Si),123718.0
Cm,Kb5,Emission Line,124017.0
Am,Kb4,Emission Line,124102.0
Bk,Kb1,Escape Peak (Si),124880.0
Cm,Kb2,Escape Peak (Si),125043.0
Ir,Ka3,Sum Peak (2x),125384.0
Bk,Kb3,Emission Line,125418.0
Bk,Kb5,Escape Peak (Si),125503.0
Cm,Kb4,Escape Peak (Si),125625.0
Lu,Kb2,Sum Peak (2x),125803.2
Hf,Kb3,Sum Peak (2x),125972.0
Os,Ka1,Sum Peak (2x),126000.0
Lu,Kb4,Sum Peak (2x),126215.8
Hf,Kb1,Sum Peak (2x),126488.0
Ir,Ka2,Sum Peak (2x),126574.0
Bk,Kb1,Emission Line,126580.0
Cm,Kb2,Emission Line,126743.0
Cf,Kb3,Escape Peak (Si),126894.0
Bk,Kb5,Emission Line,127203.0
Hf,Kb5,Sum Peak (2x),127270.0
Cm,Kb4,Emission Line,127325.0
Cf,Kb1,Escape Peak (Si),128123.0
Bk,Kb2,Escape Peak (Si),128298.0
Cf,Kb3,Emission Line,128594.0
Cf,Kb5,Escape Peak (Si),128755.0
Bk,Kb4,Escape Peak (Si),128901.0
Pt,Ka3,Sum Peak (2x),129030.0
Ir,Ka1,Sum Peak (2x),129792.0
Cf,Kb1,Emission Line,129823.0
Hf,Kb2,Sum Peak (2x),129825.6
Ta,Kb3,Sum Peak (2x),129894.0
Bk,Kb2,Emission Line,129998.0
Pt,Ka2,Sum Peak (2x),130244.0
Hf,Kb4,Sum Peak (2x),130262.0
Ta,Kb1,Sum Peak (2x),130444.0
Cf,Kb5,Emission Line,130455.0
Bk,Kb4,Emission Line,130601.0
Ta,Kb5,Sum Peak (2x),131246.0
Cf,Kb2,Escape Peak (Si),131619.0
Cf,Kb4,Escape Peak (Si),132248.0
Au,Ka3,Sum Peak (2x),132744.0
Cf,Kb2,Emission Line,133319.0
Pt,Ka1,Sum Peak (2x),133662.0
W,Kb3,Sum Peak (2x),133900.0
Ta,Kb2,Sum Peak (2x),133905.2
Cf,Kb4,Emission Line,133948.0
Au,Ka2,Sum Peak (2x),133982.0
Ta,Kb4,Sum Peak (2x),134356.2
W,Kb1,Sum Peak (2x),134488.0
W,Kb5,Sum Peak (2x),135306.0
Hg,Ka3,Sum Peak (2x),136526.0
Au,Ka1,Sum Peak (2x),137612.0
Hg,Ka2,Sum Peak (2x),137786.0
Re,Kb3,Sum Peak (2x),137988.0
W,Kb2,Sum Peak (2x),138069.2
W,Kb4,Sum Peak (2x),138538.2
Re,Kb1,Sum Peak (2x),138618.0
Re,Kb5,Sum Peak (2x),139454.0
Tl,Ka3,Sum Peak (2x),140366.0
Hg,Ka1,Sum Peak (2x),141636.0
Tl,Ka2,Sum Peak (2x),141664.0
Os,Kb3,Sum Peak (2x),142158.0
Re,Kb2,Sum Peak (2x),142314.6
Re,Kb4,Sum Peak (2x),142804.2
Os,Kb1,Sum Peak (2x),142828.0
Os,Kb5,Sum Peak (2x),143680.0
Pb,Ka3,Sum Peak (2x),144288.0
Pb,Ka2,Sum Peak (2x),145610.0
Tl,Ka1,Sum Peak (2x),145744.0
Ir,Kb3,Sum Peak (2x),146404.0
Os,Kb2,Sum Peak (2x),146643.8
Ir,Kb1,Sum Peak (2x),147120.0
Os,Kb4,Sum Peak (2x),147155.8
Ir,Kb5,Sum Peak (2x),147990.0
Bi,Ka3,Sum Peak (2x),148276.0
Bi,Ka2,Sum Peak (2x),149630.0
Pb,Ka1,Sum Peak (2x),149940.0
